timestamp,ticker,side,crowd_prob,model_prob,ev,position_usd,hours_to_close,family,strike,spot_price,close_time,tier,resolved_yes,resolved_no,won,pnl_usd,exit_type
2026-04-07T20:00:44.128817,KXBTC-26APR0722-B73950,yes,0.8500,0.8744,0.0287,3.66,0.99,KXBTC,73950.0,71672.00,2026-04-08T02:00:00Z,,,1,0,0,expiry
2026-04-07T20:00:44.130378,KXBTC-26APR0722-B69550,yes,0.8500,0.8744,0.0287,3.66,0.99,KXBTC,69550.0,71672.00,2026-04-08T02:00:00Z,,,1,0,0,expiry
2026-04-07T20:01:45.402313,KXETH-26APR0722-B2230,no,0.8900,0.9020,0.0135,2.45,0.97,KXETH,2230.0,,2026-04-08T02:00:00Z,,,0,1,0,expiry
2026-04-07T20:02:47.887781,KXBTC-26APR0722-B71650,no,0.9000,0.9094,0.0104,2.11,0.95,KXBTC,71650.0,71696.00,2026-04-08T02:00:00Z,,,0,1,1,expiry
2026-04-07T20:04:52.345798,KXBTC-26APR0722-B71450,no,0.9000,0.9094,0.0104,2.11,0.92,KXBTC,71450.0,,2026-04-08T02:00:00Z,,,0,1,0,expiry
2026-04-07T20:10:03.330281,KXBTC-26APR0722-B71750,no,0.8900,0.9024,0.0139,2.54,0.83,KXBTC,71750.0,,2026-04-08T02:00:00Z,,,0,1,1,expiry
2026-04-07T20:11:07.399341,KXETH-26APR0722-B2250,no,0.8900,0.9020,0.0135,2.45,0.81,KXETH,2250.0,2239.95,2026-04-08T02:00:00Z,,,0,1,1,expiry
2026-04-07T20:29:49.340714,KXBTC-26APR0722-B71350,no,0.8500,0.8744,0.0287,3.66,0.50,KXBTC,71350.0,,2026-04-08T02:00:00Z,,1,0,1,1,expiry
2026-04-07T20:29:49.341388,KXBTC-26APR0722-B71250,no,0.9000,0.9094,0.0104,1.05,0.50,KXBTC,71250.0,,2026-04-08T02:00:00Z,,2,0,1,1,expiry
2026-04-07T20:30:58.065545,KXBTC-26APR0722-B71550,no,0.8500,0.8744,0.0287,3.66,0.48,KXBTC,71550.0,,2026-04-08T02:00:00Z,,1,0,1,0,expiry
2026-04-07T21:00:14.799123,KXBTC-26APR0723-B71550,no,0.8800,0.8954,0.0175,2.89,1.00,KXBTC,71550.0,,2026-04-08T03:00:00Z,,1,0,1,0,expiry
2026-04-07T21:00:24.347189,KXBTC-26APR0723-B71450,no,0.8800,0.8954,0.0175,2.89,0.99,KXBTC,71450.0,,2026-04-08T03:00:00Z,,1,0,1,0,expiry
2026-04-07T21:00:24.348361,KXBTC-26APR0723-B71350,no,0.9000,0.9094,0.0104,1.05,0.99,KXBTC,71350.0,,2026-04-08T03:00:00Z,,2,0,1,0,expiry
2026-04-07T21:00:30.762075,KXBTC-26APR0723-B71550,no,0.8800,0.8954,0.0175,2.89,0.99,KXBTC,71550.0,,2026-04-08T03:00:00Z,,1,0,1,0,expiry
2026-04-07T21:00:30.763067,KXBTC-26APR0723-B71450,no,0.8800,0.8954,0.0175,2.89,0.99,KXBTC,71450.0,,2026-04-08T03:00:00Z,,1,0,1,0,expiry
2026-04-07T21:00:40.367716,KXBTC-26APR0723-B73750,yes,0.8500,0.8744,0.0287,3.66,0.99,KXBTC,73750.0,,2026-04-08T03:00:00Z,,1,1,0,0,expiry
2026-04-07T21:00:40.368295,KXBTC-26APR0723-B69250,yes,0.8500,0.8744,0.0287,3.66,0.99,KXBTC,69250.0,,2026-04-08T03:00:00Z,,1,1,0,0,expiry
